attack,parameter,baseline_accuracy,adversarial_accuracy,accuracy_drop,robustness_ratio
FGSM,epsilon=0.1,0.93724,0.90036,0.03687999999999991,0.9606504203832531
FGSM,epsilon=0.3,0.93724,0.89708,0.040159999999999973,0.9571507831505272
FGSM,epsilon=0.5,0.93724,0.89732,0.039919999999999956,0.9574068541675559
