Feature_Method,FT_Transformer,GRU,ResNet1D,Best_Model,Average
FS_PERM,0.8716527653898858,0.8534781076982714,0.8668791231061254,FT_Transformer,0.8640033320647609
FS_SHAP,0.8716527653898858,0.8534781076982714,0.8668791231061254,FT_Transformer,0.8640033320647609
FS_mRMR,0.8716527653898858,0.8534781076982714,0.8668791231061254,FT_Transformer,0.8640033320647609
