Class,Precision,Recall,F1-Score,FNR,Specificity,MCC,Support
Attack,0.9994777158774373,0.9400687735385623,0.9688633870559447,0.0599312264614377,0.9790209790209791,0.5037991479176689,48856
Benign,0.2766798418972332,0.9790209790209791,0.43143297380585516,0.02097902097902098,0.9400687735385623,0.5037991479176689,1144
