Class,Precision,Recall,F1-Score,FNR,Specificity,MCC,Support
Attack,0.9996911265057583,0.9274602914688063,0.9622220806523539,0.07253970853119371,0.9877622377622378,0.47008957130666407,48856
Benign,0.24176294394522893,0.9877622377622378,0.3884496390512204,0.012237762237762238,0.9274602914688063,0.47008957130666407,1144
