Class,Precision,Recall,F1-Score,FNR,Specificity,MCC,Support
Attack,0.9996678035168535,0.9239192729654495,0.960302095521753,0.07608072703455052,0.9868881118881119,0.46031877598006077,48856
Benign,0.23297565002063558,0.9868881118881119,0.37696160267111856,0.013111888111888112,0.9239192729654495,0.46031877598006077,1144
