Class,Precision,Recall,F1-Score,FNR,Specificity,MCC,Support
Attack,0.9996920843688829,0.9303463238906173,0.9637734168760536,0.06965367610938268,0.9877622377622378,0.47810688052575295,48856
Benign,0.24928303551731745,0.9877622377622378,0.39809758675356705,0.012237762237762238,0.9303463238906173,0.47810688052575295,1144
