Class,Precision,Recall,F1-Score,FNR,Specificity,MCC,Support
Attack,0.9996265049652869,0.9312878663828393,0.964247870130971,0.06871213361716064,0.9851398601398601,0.4795736795416979,48856
Benign,0.25133809099018734,0.9851398601398601,0.40049751243781095,0.01486013986013986,0.9312878663828393,0.4795736795416979,1144
