Class,Precision,Recall,F1-Score,FNR,Specificity,MCC,Support
Attack,0.9995006079555324,0.9422179466186343,0.9700143290627107,0.05778205338136565,0.9798951048951049,0.5114987460875103,48856
Benign,0.2842292089249493,0.9798951048951049,0.4406446540880503,0.020104895104895104,0.9422179466186343,0.5114987460875103,1144
