Class,Precision,Recall,F1-Score,FNR,Specificity,MCC,Support
Attack,0.9996252204585538,0.9280948092353037,0.9625329031162435,0.07190519076469624,0.9851398601398601,0.47060749858334416,48856
Benign,0.24288793103448275,0.9851398601398601,0.3896957123098202,0.01486013986013986,0.9280948092353037,0.47060749858334416,1144
